102.9248,24.9412,-229.5124,2023.3542
102.9245,24.9412,-229.6252,2020.3894
102.8753,24.9686,-228.219,1966.7213
102.8615,24.9523,-228.3588,1952.5157
102.8488,24.9433,-228.4487,1929.2112
102.8363,24.924,-229.3126,1900.4676
102.8332,24.9079,-228.2603,1881.8022
102.8215,24.8984,-227.5255,1870.3614
102.8014,24.8978,-227.1709,1896.0443
102.8026,24.8789,-226.9481,1863.3989
102.8098,24.8618,-228.0598,1876.8958
102.8131,24.8365,-227.8941,1877.1034
102.8045,24.8244,-226.3449,1879.6783
102.7957,24.8074,-224.7885,1900.1741
102.7902,24.7936,-225.5048,1880.3466
102.7838,24.7717,-223.7054,1877.0715
102.7751,24.7556,-225.6545,1870.259
102.7606,24.7406,-227.7487,1859.1652
102.755,24.7249,-227.2348,1863.329
102.7358,24.7101,-226.1301,1862.3905
102.7187,24.7002,-222.5612,1868.0396
102.7101,24.6859,-220.5373,1894.8297
102.6831,24.6822,-221.2084,1895.2186
102.6719,24.6675,-221.7181,1891.5394
102.6487,24.6611,-225.4801,1926.6895
102.6134,24.6532,-228.1611,1858.9715
102.5903,24.6728,-230.4818,1872.2648
102.5875,24.6361,-226.6475,1866.5362
102.578,24.6195,-226.2226,1877.0959
102.5655,24.603,-224.8174,1883.2445
102.5679,24.5863,-224.6029,1893.9252
102.5686,24.5735,-224.1562,1909.0633
102.575,24.5534,-223.6425,1980.8568
102.5678,24.5389,-226.1076,1900.6084
102.5591,24.5246,-225.0299,1806.0586
102.5594,24.5077,-223.4051,1796.6988
102.5637,24.4859,-223.7388,1710.203
102.5555,24.4723,-224.2292,1684.5392
102.5541,24.4533,-228.7291,1675.7407
102.5464,24.4385,-235.4643,1630.2849
102.5459,24.419,-237.2378,1614.8933
102.5471,24.402,-234.8057,1608.402
102.5433,24.3859,-232.7815,1598.8084
102.5402,24.3714,-229.9416,1594.4445
102.5346,24.3504,-223.0998,1596.9176
102.5272,24.3403,-221.8016,1593.3769
102.523,24.3303,-223.9655,1593.9249
102.5164,24.3119,-219.0849,1612.6985
102.5132,24.2953,-216.8378,1645.2345
102.5149,24.2799,-214.7779,1629.1722
102.5082,24.2544,-215.6124,1607.8286
102.4979,24.2432,-215.3386,1601.4264
102.492,24.2296,-214.562,1603.583
102.4807,24.2103,-214.0308,1655.1358
102.4616,24.1941,-213.0968,1576.7305
102.4121,24.1716,-210.0889,1506.1248
102.4198,24.1825,-210.2517,1524.6582
102.3969,24.1779,-211.7188,1509.706
102.3832,24.1742,-209.738,1529.4005
102.3699,24.1585,-210.3586,1553.1297
102.3574,24.1494,-210.5378,1564.7081
102.3285,24.1251,-211.4938,1596.1144
102.2792,24.1224,-205.8591,1764.1063
102.2493,24.1155,-205.3668,1756.7471
102.2204,24.1061,-203.3271,1557.2
102.2121,24.0875,-205.0167,1235.5705
102.2116,24.0835,-205.4194,1160.0515
102.2061,24.076,-205.9068,1098.4447
102.2059,24.0613,-204.5424,1071.0689
102.1984,24.0513,-200.6351,1119.2854
102.1882,24.0432,-199.051,1101.293
102.187,24.031,-199.0282,1051.9265
102.185,24.0089,-197.9965,1051.5187
102.1765,23.9945,-196.2037,1067.9981
102.1759,23.9752,-196.4266,1131.3331
102.1706,23.9632,-195.0448,1154.1488
102.1489,23.926,-186.2216,1352.7814
102.1423,23.9115,-185.4788,1344.2621
102.1437,23.8939,-185.7993,1266.2359
102.1503,23.8738,-186.623,1113.5336
102.1395,23.856,-188.6322,979.7236
102.1357,23.8383,-191.2058,855.8139
102.1106,23.8301,-193.0407,870.1065
102.093,23.82,-192.4781,933.6921
102.0817,23.8104,-190.7328,999.7657
102.0655,23.7906,-186.0276,1142.5068
102.053,23.7792,-183.4121,1214.2124
102.0426,23.7659,-180.9204,1295.8546
102.0343,23.7504,-179.487,1184.6956
102.0226,23.7378,-178.7663,1135.1714
102.0228,23.7254,-179.1682,1117.9819
101.999,23.7125,-177.3229,889.9389
101.9962,23.6929,-179.1229,745.8661
101.9731,23.6853,-176.2589,711.3052
101.9796,23.6632,-176.3154,752.3938
101.9799,23.645,-179.4457,461.1198
101.9827,23.6203,-181.2669,374.4971
101.9939,23.5968,-185.4912,365.8562
101.9824,23.5983,-187.1338,371.9156
101.9665,23.5902,-187.1424,384.0961
101.9461,23.5778,-190.3097,453.1051
101.9236,23.567,-196.3426,551.0517
101.9189,23.5626,-198.1006,608.6955
101.914,23.5409,-199.8133,794.7494
101.9033,23.5254,-200.9858,871.4052
101.9024,23.4882,-193.2317,1030.9236
101.8913,23.4742,-190.3772,1146.4949
101.8774,23.4631,-189.885,1243.2567
101.8666,23.4437,-187.1849,1374.6032
101.8533,23.4227,-184.9417,1576.4252
101.8354,23.4192,-185.8439,1544.7752
101.8071,23.4302,-188.2188,1459.1305
101.7848,23.4335,-181.8725,1531.4479
101.7783,23.4132,-184.5571,1546.461
101.7451,23.4449,-182.9349,1324.1264
101.7642,23.4253,-183.3629,1593.9989
101.7324,23.4483,-181.2552,1396.1242
101.7223,23.4594,-179.8628,1521.5565
101.7166,23.4385,-179.1551,1422.9082
101.6952,23.4377,-178.9586,1290.276
101.6847,23.434,-179.9115,1338.836
101.671,23.413,-178.7066,1262.3056
101.6471,23.4187,-178.7149,1258.9725
101.6267,23.4174,-176.4575,1390.2552
101.6157,23.3997,-177.4306,1503.7649
101.5998,23.3831,-176.9282,1674.4917
101.5874,23.375,-175.3219,1485.3266
101.5691,23.3704,-175.0937,1391.6735
101.5477,23.3734,-180.083,1017.3045
101.5323,23.3595,-179.6513,891.8005
101.52,23.3479,-179.2987,765.4888
101.4974,23.3449,-178.9271,781.7796
101.4832,23.3375,-177.8043,937.0164
101.468,23.3198,-175.4833,1161.1001
101.4529,23.3153,-170.0308,1350.9746
101.438,23.3042,-176.7532,1365.6083
101.4144,23.3078,-181.2114,1418.4476
101.3997,23.2977,-180.6171,1512.4685
101.3943,23.2934,-179.8703,1491.805
101.3679,23.2914,-185.9672,1553.6185
101.364,23.2695,-178.8121,1263.6021
101.3486,23.2583,-177.8498,1182.1232
101.3324,23.2422,-180.3621,811.6397
101.3034,23.2478,-182.7979,837.2459
101.2847,23.2595,-182.9074,832.9876
101.2562,23.259,-181.8926,823.5279
101.2414,23.2535,-181.3576,832.2901
101.2186,23.2526,-178.3229,863.6446
101.1991,23.2527,-178.0973,902.4339
101.1784,23.2505,-177.8467,949.4386
101.154,23.2522,-180.0917,1006.1583
101.1428,23.2351,-180.01,1033.6555
101.1374,23.2115,-179.1826,1093.557
101.1415,23.1697,-179.2437,1215.6591
101.1388,23.1465,-177.4261,1470.2627
101.1222,23.1391,-177.4828,1564.0739
101.1175,23.1159,-177.258,1453.8943
101.1009,23.1063,-176.5327,1375.5755
101.0853,23.1018,-176.4004,1331.3506
101.0662,23.0937,-177.5622,1324.8125
101.0554,23.0764,-178.272,1303.1878
101.0482,23.0605,-178.0756,1289.5739
101.0396,23.0451,-178.4433,1303.5507
101.0484,23.0261,-178.0542,1277.0015
101.0483,23.0057,-179.2286,1346.189
101.0528,22.9854,-179.6901,1333.748
101.0535,22.97,-179.1064,1254.6446
101.0412,22.9553,-179.8044,1144.3029
101.0408,22.9404,-179.1857,1172.867
101.0358,22.9236,-177.3043,1222.0433
101.0385,22.9085,-177.1522,1266.2702
101.0443,22.8864,-176.884,1335.0725
101.0525,22.8672,-176.381,1507.5355
101.0466,22.8552,-176.2351,1580.6274
101.0215,22.8409,-171.1085,1627.7876
101.0069,22.8258,-171.415,1526.7472
100.9932,22.8101,-170.7356,1310.4917
100.9781,22.7928,-170.7632,1287.2563
100.9789,22.777,-171.0017,1270.331
101.0501,22.741,-173.0171,1441.6864
100.9552,22.7704,-168.5816,1280.2616
100.9247,22.776,-166.0889,1308.1698
100.9009,22.7867,-165.1433,1153.2995
100.8636,22.7646,-163.9928,1271.3847
100.8326,22.7567,-163.0167,1222.6468
100.8012,22.7331,-162.9893,1081.4841
100.8043,22.7039,-163.1937,968.7686
100.7938,22.6746,-162.2921,1005.859
100.7576,22.6589,-160.3213,1138.6213
100.7277,22.624,-157.8862,1234.3347
100.6797,22.6308,-156.2684,990.8406
100.6488,22.6053,-155.1893,901.7333
100.6018,22.5874,-156.9568,780.6718
100.5587,22.5826,-153.6294,996.7925
100.5361,22.6246,-153.0401,1300.7414
102.873,26.9503,-265.2822,936.3353
102.8484,26.9418,-268.1905,1034.8382
102.8288,26.9259,-263.7433,1302.3424
102.8109,26.9063,-265.6476,1481.105
102.8042,26.8909,-264.4271,1747.8418
102.7869,26.8796,-262.9771,1933.4802
102.7699,26.8678,-260.0587,2118.6366
102.753,26.8507,-258.5516,2322.0357
102.7433,26.8237,-255.6815,1941.3083
102.7421,26.7992,-256.0643,1980.9225
102.7207,26.7882,-253.0636,2024.4571
102.6969,26.7749,-251.2335,2113.3049
102.6806,26.7682,-248.3762,2230.4441
102.6714,26.7475,-245.4972,2342.9365
102.6642,26.7229,-244.9221,2284.4081
102.6503,26.7129,-241.7648,2322.6219
102.6208,26.7021,-241.0485,2412.3397
102.6215,26.6762,-238.4958,2138.7419
102.6024,26.6575,-238.7736,1894.4059
102.5925,26.6434,-237.8645,1722.9301
102.5689,26.6278,-237.927,1639.5909
102.5531,26.6199,-237.2833,1644.9117
102.5276,26.6104,-237.5047,1665.0893
102.5095,26.5943,-235.6227,1739.3764
102.4865,26.593,-235.5283,1963.0923
102.4793,26.5667,-236.8224,1750.1911
102.4567,26.5651,-237.4093,1725.8808
102.3792,26.578,-239.9076,1769.7262
102.3431,26.5723,-239.6607,1844.311
102.2637,26.6103,-240.6329,1723.1973
102.2423,26.616,-242.307,1733.5424
102.2307,26.5953,-240.9394,1737.9834
102.2161,26.5747,-238.9258,1767.9926
102.2007,26.5613,-236.1448,1743.0402
102.1817,26.5474,-232.5804,1721.9399
102.1605,26.5364,-230.8199,1702.4873
102.1474,26.5227,-228.956,1701.0618
102.1338,26.506,-225.9537,1875.5759
102.1123,26.4962,-222.8118,1979.1507
