   9.9900000e+01   2.7900000e+01   2.5000000e+00  -8.2274451e-02   2.5722302e+00   1.0525200e-02   2.6152154e+00   2.5932705e+00   2.6785188e+00   2.6545046e+00   1.0000000e+00
   1.0010000e+02   2.7900000e+01   2.5000000e+00   3.1148722e-02   2.6856534e+00   1.0401544e-02   2.5780105e+00   2.5932705e+00   2.6785188e+00   2.6545046e+00   2.0000000e+00
   1.0030000e+02   2.7900000e+01   2.5000000e+00   3.8245979e-02   2.6927506e+00   1.0399084e-02   2.5780105e+00   2.6313574e+00   2.6887010e+00   2.6545046e+00   3.0000000e+00
   1.0050000e+02   2.7900000e+01   2.5000000e+00   3.0356965e-02   2.6848616e+00   1.0399573e-02   2.5373120e+00   2.6785401e+00   2.6887010e+00   2.6545046e+00   4.0000000e+00
   1.0070000e+02   2.7900000e+01   2.5000000e+00   3.3832515e-03   2.6578879e+00   1.0399567e-02   2.5994120e+00   2.6717261e+00   2.6887010e+00   2.6545046e+00   5.0000000e+00
   1.0090000e+02   2.7900000e+01   2.5000000e+00  -1.9500580e-02   2.6350041e+00   1.0399559e-02   2.5994120e+00   2.6302463e+00   2.6557364e+00   2.6545046e+00   6.0000000e+00
   1.0110000e+02   2.7900000e+01   2.5000000e+00   6.7126405e-02   2.7216310e+00   1.0399551e-02   2.5375910e+00   2.6302463e+00   2.6557364e+00   2.6545046e+00   7.0000000e+00
   1.0130000e+02   2.7900000e+01   2.5000000e+00   2.4225385e-02   2.6787300e+00   1.0399548e-02   2.5845487e+00   2.6561969e+00   2.6789478e+00   2.6545046e+00   8.0000000e+00
   1.0150000e+02   2.7900000e+01   2.5000000e+00   1.0207825e-01   2.7565829e+00   1.0399546e-02   2.6292298e+00   2.7401821e+00   2.6789478e+00   2.6545046e+00   9.0000000e+00
   1.0170000e+02   2.7900000e+01   2.5000000e+00   6.2569424e-02   2.7170741e+00   1.0399545e-02   2.6292298e+00   2.7276308e+00   2.6789478e+00   2.6545046e+00   1.0000000e+01
   1.0190000e+02   2.7900000e+01   2.5000000e+00   4.7359771e-02   2.7018644e+00   1.0399545e-02   2.5145653e+00   2.7123250e+00   2.6962719e+00   2.6545046e+00   1.1000000e+01
   1.0210000e+02   2.7900000e+01   2.5000000e+00   6.5640252e-02   2.7201449e+00   1.0399545e-02   2.5560773e+00   2.7123250e+00   2.6962719e+00   2.6545046e+00   1.2000000e+01
   1.0230000e+02   2.7900000e+01   2.5000000e+00   2.4462006e-02   2.6789666e+00   1.0399545e-02   2.5560773e+00   2.6644005e+00   2.6413944e+00   2.6545046e+00   1.3000000e+01
   1.0250000e+02   2.7900000e+01   2.5000000e+00   3.7164502e-02   2.6916691e+00   1.0399546e-02   2.5146100e+00   2.6319138e+00   2.6413944e+00   2.6545046e+00   1.4000000e+01
