1.0310000e+02 3.1100000e+01 2.5000000e+00 2.6162165e+00 2.5359036e+00 2.7326670e+00 2.6898479e+00 1.0210515e-02
1.0310000e+02 3.1100000e+01 7.5000000e+00 2.6556847e+00 2.7049758e+00 2.7176730e+00 2.7241376e+00 1.7123472e-02
1.0310000e+02 3.1100000e+01 1.2500000e+01 2.6887610e+00 2.7634878e+00 2.7366351e+00 2.7350493e+00 2.1960223e-02
1.0310000e+02 3.1100000e+01 1.7500000e+01 2.7179305e+00 2.8198239e+00 2.7450898e+00 2.7399056e+00 2.4791127e-02
1.0310000e+02 3.1100000e+01 2.2500000e+01 2.7379119e+00 2.8043362e+00 2.7734160e+00 2.7487145e+00 2.6577674e-02
1.0310000e+02 3.1100000e+01 2.7500000e+01 2.7359403e+00 2.7648912e+00 2.7493567e+00 2.7603477e+00 2.7788065e-02
1.0310000e+02 3.1100000e+01 3.2500000e+01 2.7491632e+00 2.7614451e+00 2.7511612e+00 2.7695794e+00 2.8659397e-02
1.0310000e+02 3.1100000e+01 3.7500000e+01 2.7989658e+00 2.8332690e+00 2.8077413e+00 2.7909833e+00 2.9319315e-02
1.0310000e+02 3.1100000e+01 4.2500000e+01 2.8448243e+00 2.9373980e+00 2.8077413e+00 2.8195421e+00 2.9839312e-02
1.0310000e+02 3.1100000e+01 4.7500000e+01 2.9644176e+00 3.0608935e+00 3.0112333e+00 2.8425006e+00 3.0261500e-02
1.0310000e+02 3.1100000e+01 5.2500000e+01 3.0482781e+00 3.1663911e+00 3.0112333e+00 3.0013604e+00 3.0612160e-02
1.0310000e+02 3.1100000e+01 5.7500000e+01 3.0691849e+00 3.1597103e+00 2.9878180e+00 3.0361560e+00 3.0908622e-02
1.0310000e+02 3.1100000e+01 6.2500000e+01 3.0755597e+00 3.1341689e+00 2.9878180e+00 3.0529797e+00 3.1162863e-02
1.0310000e+02 3.1100000e+01 6.7500000e+01 3.2090164e+00 3.1477126e+00 3.3899421e+00 3.0751599e+00 3.1383476e-02
