1.0270000e+02 3.0100000e+01 2.5000000e+00 2.6342020e+00 2.5374980e+00 2.5917206e+00 2.6863502e+00 1.0226921e-02
1.0270000e+02 3.0100000e+01 7.5000000e+00 2.6792222e+00 2.6499297e+00 2.6536816e+00 2.7295804e+00 1.7117833e-02
1.0270000e+02 3.0100000e+01 1.2500000e+01 2.7230149e+00 2.7533555e+00 2.7230659e+00 2.7574636e+00 2.1950286e-02
1.0270000e+02 3.0100000e+01 1.7500000e+01 2.7597933e+00 2.8454768e+00 2.7439713e+00 2.7744397e+00 2.4783191e-02
1.0270000e+02 3.0100000e+01 2.2500000e+01 2.7780420e+00 2.8040693e+00 2.8028814e+00 2.7851906e+00 2.6572484e-02
1.0270000e+02 3.0100000e+01 2.7500000e+01 2.7961887e+00 2.8128518e+00 2.8312346e+00 2.7920199e+00 2.7784944e-02
1.0270000e+02 3.0100000e+01 3.2500000e+01 2.8373590e+00 2.8818963e+00 2.8802512e+00 2.7973195e+00 2.8657534e-02
1.0270000e+02 3.0100000e+01 3.7500000e+01 2.8689016e+00 2.8982888e+00 2.9361637e+00 2.8035528e+00 2.9318164e-02
1.0270000e+02 3.0100000e+01 4.2500000e+01 2.8873582e+00 2.9219895e+00 2.9361637e+00 2.8133399e+00 2.9838566e-02
1.0270000e+02 3.0100000e+01 4.7500000e+01 2.9510822e+00 2.9492233e+00 3.0396776e+00 2.8301882e+00 3.0260996e-02
1.0270000e+02 3.0100000e+01 5.2500000e+01 3.0044031e+00 3.0649708e+00 3.0396776e+00 2.8565899e+00 3.0611810e-02
1.0270000e+02 3.0100000e+01 5.7500000e+01 3.0574994e+00 3.1102206e+00 3.0831983e+00 2.8987475e+00 3.0908376e-02
1.0270000e+02 3.0100000e+01 6.2500000e+01 3.1040846e+00 3.1482067e+00 3.0831983e+00 3.0094189e+00 3.1162689e-02
1.0270000e+02 3.0100000e+01 6.7500000e+01 3.2111611e+00 3.1441599e+00 3.3102943e+00 3.1441249e+00 3.1383356e-02
