1.0330000e+02 3.2100000e+01 2.5000000e+00 2.6994894e+00 2.6256411e+00 2.7471077e+00 2.7287256e+00 1.0193304e-02
1.0330000e+02 3.2100000e+01 7.5000000e+00 2.7645234e+00 2.7302317e+00 2.6805593e+00 2.7354768e+00 1.7129627e-02
1.0330000e+02 3.2100000e+01 1.2500000e+01 2.7664267e+00 2.7472873e+00 2.6864543e+00 2.7240100e+00 2.1970799e-02
1.0330000e+02 3.2100000e+01 1.7500000e+01 2.7638696e+00 2.7824892e+00 2.7007161e+00 2.7157836e+00 2.4799499e-02
1.0330000e+02 3.2100000e+01 2.2500000e+01 2.7635833e+00 2.7812165e+00 2.7224164e+00 2.7215602e+00 2.6583102e-02
1.0330000e+02 3.2100000e+01 2.7500000e+01 2.7561713e+00 2.7636717e+00 2.7172435e+00 2.7373620e+00 2.7791304e-02
1.0330000e+02 3.2100000e+01 3.2500000e+01 2.7619530e+00 2.7546028e+00 2.7291595e+00 2.7584855e+00 2.8661312e-02
1.0330000e+02 3.2100000e+01 3.7500000e+01 2.7959789e+00 2.7807927e+00 2.8040935e+00 2.7789098e+00 2.9320474e-02
1.0330000e+02 3.2100000e+01 4.2500000e+01 2.8215319e+00 2.8314855e+00 2.8040935e+00 2.8093920e+00 2.9840030e-02
1.0330000e+02 3.2100000e+01 4.7500000e+01 2.9865733e+00 2.8934384e+00 3.0634443e+00 3.0669493e+00 3.0261944e-02
1.0330000e+02 3.2100000e+01 5.2500000e+01 3.0238879e+00 2.9775304e+00 3.0634443e+00 3.0641009e+00 3.0612424e-02
1.0330000e+02 3.2100000e+01 5.7500000e+01 3.0769376e+00 3.0373545e+00 3.0984334e+00 3.0964901e+00 3.0908762e-02
1.0330000e+02 3.2100000e+01 6.2500000e+01 3.0916756e+00 3.0776205e+00 3.0984334e+00 3.0712111e+00 3.1162913e-02
1.0330000e+02 3.2100000e+01 6.7500000e+01 3.1881347e+00 3.0970940e+00 3.3884563e+00 3.0632767e+00 3.1383465e-02
